Category: All categories,
,
Region,vote + voting: (9/30/19 - 9/30/20)
DC,100
ME,75
NH,74
VA,71
MA ,70
WI,70
VT,67
TX,66
GA,65
MN,65
NC,64
OH,63
LA,62
KY,62
IN,61
TN,60
MI,60
ID,60
PA,60
DE,59
OK,59
NM,58
SC,58
MO ,57
IL,57
UT,57
AK,56
WA,56
KS,56
MD,55
AR ,54
CO ,54
FL,54
AL,54
AZ,53
OR,53
IA,53
RI,52
SD,52
CT,52
NV,52
WV,52
NY,51
WY,51
NJ,51
CA,51
NE,49
ND,49
MT,48
MS,47
HI,44
