Category: All categories,
,
Region,vote + voting: (10/1/20 - 10/31/20)
TX,100
DC,96
TN,91
NC,90
IN,87
GA,84
NM,83
FL,80
SC,77
AR ,76
VA,73
IL,72
MD,71
LA,71
KS,70
AZ,69
NV,68
MA,64
WI,62
OH,62
MN,61
NY,61
IA,59
WV,59
AL,57
KY,57
PA,57
ID,56
MO,55
ME,55
OK,55
WA,55
ND,54
RI,54
UT,53
SD,53
CO ,52
DE,51
MI,50
NH,50
NE ,49
AL,49
CT,49
NJ,48
MT,46
VA,45
OR,44
WY,43
VT,41
MS,39
HI,37
